row_id,Hindi,Mundari,Hindi_length,Mundari_length,character_ratio,word_ratio,category,reason
5308,कहने के मतलब से आंखें दिखा रही थी।,मेने मतलब्तेको रपिद्अइङतना।,34,27,0.7941,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
5338,राक्षस बोला- उसे तुम्हारे भाई नहीं  पा सके लेकिन तुम यदि पाना चाहते हो तो आगे जाओै,अमा भगिना बउम तेको कको दड़ियःइया।,82,33,0.4024,0.3529,REVIEW_REQUIRED,Borderline word ratio (0.35)
5359,वे फिर आगे चले।,एनताः रेयो दसी होन दो सिदा रेगेः परोम जना।,15,42,2.8,2.25,REVIEW_REQUIRED,Borderline character ratio (2.80)
5395,सगिड़ि सान थोलोअ - एक सगड़ की लकड़ीयाँ बांधो जाएगा।,सगिड़ि सान थोलेआ।,51,17,0.3333,0.3,REVIEW_REQUIRED,Borderline character ratio (0.33)
5437,मैं दोनों तरफ का जानता हॅू और वे लोग भी मेरे बातों पर जरूर विश्वास करेंगे।,"मेनदो नेत्र्प्र मित्र्प्रद्इड. कजित्र्प्रमतना, त्र्प्रमत्र्प्रः त्र्प्रोड़त्र्प्रःरे लेकादोकाको करचा‘कना; एनकागे जोम सुमुड. होबातना; त्र्प्रोतेदो तको मेनत्र्प्रःबुरतिगे; मेनदो त्र्पोतेरे सउको दुब्त्र्प्रकना।",74,207,2.7973,1.1875,REVIEW_REQUIRED,Borderline character ratio (2.80)
5438,इसे देखकर बाद के बरसात में सभी ने अपने अपने खेतों के धान के पौधों में हल्की जुताई किये,"नेअ लेलकेद्ते तयोम जगरिदो सोबेनको कड़ाएकेदा,",86,44,0.5116,0.3158,REVIEW_REQUIRED,Borderline word ratio (0.32)
5456,"तब, चगानि के गाना शुरू करने के बाद, सभी कोईमिल के गा रहीं हैंं।",तोबेदो चगानि एटेःकेचि सोबेनको दुरङतना।,63,38,0.6032,0.3571,REVIEW_REQUIRED,Borderline word ratio (0.36)
5510,उसी तरफ से हमलोग आ रहे थे।’’,एनतेआतेगेले हिजुःतना।’’,28,23,0.8214,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
5542,मेद्सोबो फिर से आगे की कहानी सुनाने लगी।,मेद्सोबोः ओड़ोःए अयरकेदा।,40,25,0.625,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
5543,"वहां पर वे दोनों उनको खाना खाने के लिए दे रहे थे, पानी पाने के लिए दिया जा रहा था लेकिन वह पानी नहीं पी रहा था न खाना खा रहा था।","हनरे मनडिकिङ ओमअइतना, मनडिओ काएअःतना; दअःकिङ ओमअइतना, दअःओ काएःतना।",128,67,0.5234,0.2812,SEVERE_ANOMALY,Severe word count divergence (0.28)
5580,बलिराम और नारायण सिंह अस्पताल भेजे जात हैं,बलिरामतेकिङ असपतालतेकिङ कुलोःतना,42,32,0.7619,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
5598,लोगों ने खसरा को भट्ठी में बन्द कर दिया।,बिरते सेनोंः जनृचि मोयोद् दरूए माः बटि केद। आद् एन रः गे नयल आद् एसन्डि कड़ब अररगा सोबेर बै उडुंङ् मोने केद।,40,108,2.7,2.4444,REVIEW_REQUIRED,Borderline character ratio (2.70)
5629,"वे हमें गाली दें, गाली मिलने से हमलोगों को घाव नहीं हो जायेगा।",एरड.बुकाए; एरड.तेकाबु गवत्र्प्रोःत्र्प।,62,39,0.629,0.2308,SEVERE_ANOMALY,Severe word count divergence (0.23)
5716,लेकिन अन्य जीव जन्तु किस तरह से खुशियां मनाते हैं ? उनका नृत्य नहीं है।,इनकुत्र्प्रः सुसुन बनोत्र्प्र।,71,30,0.4225,0.2,SEVERE_ANOMALY,Severe word count divergence (0.20)
5753,किसको क्या हो रहा है ?’’,ओकोएअ चेकाओःतना?’’,24,18,0.75,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
5776,भकुवाने से महसूस कर रहा हूँ।,बकुअवगेङ अटरकरकेदा।,28,19,0.6786,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
5869,भारतीय धर्मनिरपेक्षता दूसरे लोकतांत्रिक देशों कि धर्मनिरपेक्षता से किस तरह से अलग है?,भारत रेआ दारोम निरपेक्षता एटाः,85,30,0.3529,0.3846,REVIEW_REQUIRED,Borderline character ratio (0.35)
5886,फिर से वे दोनों हंसने लगे।,ओड़ोकिङ लनदाकेदा।,26,17,0.6538,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
5984,पासने से मुझको परेशानी हो रही है।,कोड़ोमअखतेङ कबुतनारे।,33,21,0.6364,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
6068,अब हमलोगों ने देख लिया कि तीन भाई लोग डुबे हुए हैं।,नाअःदोबुलेलकेदा अपिअ हगाको डोबेअकना।,51,36,0.7059,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
6074,"लेमसा-मैं उनको कुछ नहीं कर रहा हॅू , मैं अच्छी तरह से ढो के ले जा रहा हॅू , बेकार में ये रो रहीं हैं।","लेमसा-जेता, हले, काइङ रिकाजद्कोअ; बुगि लेकाइङ गोःअकद्कोअ; समागेको रअःतना।",101,73,0.7228,0.36,REVIEW_REQUIRED,Borderline word ratio (0.36)
6143,"आप मुझसे मजाक कर रहे हैं !’’ उड़ुगा-‘‘मैं तुमसे मजाक नहीं कर रहा हॅू , रूको मैं निकालता हॅू , तुम उसे देखो !’’","रसोअल, ‘‘इदा, कका; चिलकन पोरदङ चि पोरदङएम अउतदा!",110,48,0.4364,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
6148,मैं इनको काट के टुकड़ा करने के बाद भी बात सुनाई पड़ रहा है !,हइइङ हद्गोएःकिःरेओ जगर अयुमोःतनगेअ!,60,35,0.5833,0.2667,SEVERE_ANOMALY,Severe word count divergence (0.27)
6180,रिड़ु-इसके बारे में हमलोगों ने सुना है।,रिड़ु-एनादोले त्र्प्रयुमत्र्प्रकदा।,39,35,0.8974,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
6208,अम अगुई सान  दोना मइना - हे युवती तुम जो लकड़ी लाती हो,दिआ लेका जुलोआ मइना,54,19,0.3519,0.3077,REVIEW_REQUIRED,Borderline character ratio (0.35)
6228,"थैले में पानी से बिना पूरा भरे हुए ही जमीन पर पड़े रहने पर, कुछ समय के लिए बकरी के सांस लेने की तरह थैली हिलने लगता है।",दअः का पेरेः बे‘सेअकनते बटितरे मिसा नगेनदो मेरोम सयद्जद् लेकागे एकेलाओअ।,119,72,0.605,0.3929,REVIEW_REQUIRED,Borderline word ratio (0.39)
6263,उनदोनों को सबकुछ पसन्द आ रहा है।,सोबेनत्र्प्रःकिड. सुकुतना।,32,26,0.8125,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
6306,वह करीब 1600 साल पहले आया।,इनिः एनका नेकाते मिद् हजार तुरिया सौ (1600) सिरमा सिदाए: हिजु: लेना ।,26,69,2.6538,2.1667,REVIEW_REQUIRED,Borderline character ratio (2.65)
6314,"उसको भी पूछेंगे। तुम दोनों की बात नहीं होगी एक, तो कसम खिलाएँगे।",अएःओले कुली। रेदोले किरिश्रवेना ।,64,33,0.5156,0.3846,REVIEW_REQUIRED,Borderline word ratio (0.38)
6326,पिछवाड़े का युवक-‘‘गुलर दोहर के खोढ़र गुलर पेड़ के नीचे तुम पूजा करो।’’,"उड़ुगा ओड़ोःगे चउलि जङ हेरकेद्चिइ मेनजदा, ‘‘हे पलना इकिर, नाअःदोम उदुबेनजना, ओड़ोः दंड़ेम उदुबकेदा; मेनदो कोतअःरेङ बोंगा’मेअ एना उदुब्अइङमे-अइङदो पउनि होन दङ; इदु’ड़ोः पांडां अएअः सरनारे का जाअःए बोंगा रिकाइञअ।’’",71,212,2.9859,2.3077,REVIEW_REQUIRED,Borderline character ratio (2.99)
6368,बा बदि रे हले- फूलो के खेतो मे दोस्त,बा बदि रे हले,36,13,0.3611,0.4444,REVIEW_REQUIRED,Borderline character ratio (0.36)
6436,गमाए दो कोवासी जन-धरती में कोवांसी छाया हुआ था।,गमएअ दो कोअंसि जन।,47,18,0.383,0.4444,REVIEW_REQUIRED,Borderline character ratio (0.38)
6520,"रात के समय, गाय बैलों के लिए पुआल निकलने के बाद, रसोअल फिर से उड़ुगा के पास चूना मांगने के लिए चला गया।",एनकालीरे जरुड़ुइ मनतिङएअ।’’,103,27,0.2621,0.1304,SEVERE_ANOMALY,Severe short Mundari character ratio (0.26 < 0.3)
6551,आदमियों के हल चलाने के लिए जाने के समय पर भी बुदु नींद में था।,"होड़ोको सियुःतेको सेनोःतनरेओ, बुदु दुड़मअकना।",62,45,0.7258,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
6589,"रसोअल-‘‘ हां, चाचा, तब हमदोनों खा लेते हैं और थोड़ा सा चूना मुझको दीजिए, कल आपका दिया हुआ चूना समाप्त हो गया है।’’","एला, दुब्कोःमे; तमकुइङ उड़ुङएअ’’",114,32,0.2807,0.1739,SEVERE_ANOMALY,Severe short Mundari character ratio (0.28 < 0.3)
6599,"कुछ दिन पहले एक बार हमदोनों ने बीच बचाव किया था, हमदोनों से भी उनलोगों ने मारपीट किया था और कैसे कैसे में, जो कभी नहीं होना चाहिए था, हमदोनों के बीच में कुश्ती की लड़ाई हो गई।","होनदेर मिसा लिङ हरदुःकेना; अलिङओको गोएःकेद्लिङअ, अद् चिलका चिलकाते, चिउलाओ का रअः, अलिङ अलिङगे ओपोताजना।",175,104,0.5943,0.3947,REVIEW_REQUIRED,Borderline word ratio (0.39)
6603,दुरगा-रूको ! इस बारे में तुम पूछ रहे हो ?,दुरगा-हों! एनाम कुुलितना?,41,25,0.6098,0.3,REVIEW_REQUIRED,Borderline word ratio (0.30)
6611,"साथियो,","हगा ओड़ो मिसि को,",7,17,2.4286,4.0,SEVERE_ANOMALY,Severe word count divergence (4.00)
6617,आपलोग क्या कह रहें हैं ?,चेनत्र्प्रःपेमेन जदा?,24,21,0.875,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
6653,"बांटते हुए और हाथ में लेते हुए, वे मद्य को पी के समाप्त नहीें कर पाये।","तिपिलतन अद् तेपेलातनते, इलि काको चबाकेदा।",70,41,0.5857,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
6655,इसके बाद जागे हुए सभी कोई हंसने लगे और उनलोगों के हंसने के आवाज से दूसरे लोग जाग गए और बाद में वे भी हंसने लगे।,"एनते एयोनअकन सोबेनको लनदाकेदा, अद् इनकुअः लनदाते एटअःकोओ एयोनजनचिको लनदाकेदा।",111,77,0.6937,0.3846,REVIEW_REQUIRED,Borderline word ratio (0.38)
6856,उनके बिना वन उजाड़ जाए गा।,बिर-कांदार होरो-जांगितानको।,26,27,1.0385,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
6879,ऐसे समय में दम्पति में किस तरह का बात हो सकता है कहके छुटा सांढ़ को हांकनेवाला को ही सोच कर बात करना चाहिए।,एनते सोबेनको लनदातना हदाहदातन।,107,30,0.2804,0.1667,SEVERE_ANOMALY,Severe short Mundari character ratio (0.28 < 0.3)
6885,"उड़ुगा-‘‘मैं कल ही इनदोनों का बलि दूंगा, किसी तरह से बीमार हो रही वाली तुरत अच्छी हो जाये।","किसुन, ‘‘ने सिमकिङ ओको हुलङएम बोंगाकिङअ ?‘‘",90,43,0.4778,0.3889,REVIEW_REQUIRED,Borderline word ratio (0.39)
6933,"उड़ुगा-‘‘तुमने कहा था,हम मानव संतानंे हैं, वह प्रेतात्मा है, उनके साथ हमारा नाता कैसे हो सकता है कहके। लेकिन इस बात में तुम संशय मत करो, देखो, तुमलोग मुण्डा संतान हो, मैं पावना संतान हॅू , इस पर भी नाता बन गया है, हां या नहीं ?’’","रसोअल, ‘‘हे’; नेअ कजि अलोम रिड़िङएअ; कुलीमेगे।’’",229,48,0.2096,0.1489,SEVERE_ANOMALY,Severe short Mundari character ratio (0.21 < 0.3)
6939,चाँद ने सबको खा डाला।,सिंगि अय सोबेन होन को गोए केः कोवते चंडुः केः मेन किय।,21,54,2.5714,2.4,REVIEW_REQUIRED,Borderline character ratio (2.57)
6991,"संयोगवश हमलोगों के बात करते समय उनदोनों ने सुन लिया तब, वे दोनों धुआं उठायेगी।","सोनजोको जगरतनरेकिङ तेबअःतबुरेदो, सुकुलकिङ उटओएअ;",78,48,0.6154,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
6992,"चेन्दागुटु में आक्रमणकारियों के घुस जाने के समय में, उस गांव के आदमियों के भागते समय, यहां से हमलोग उनलोगों को देखेंगे ही, इसके बाद हम जंगल के अन्दर चले जायेंगे।’’","चेनदागुटुरे बरगिको बोलोजन दिपिलि, एनरेन होड़ोको निरतनरे, नेतअःएतेबु लेलकोगेअ; एनते बिरतेबु बोलोअ।’’",163,99,0.6074,0.3871,REVIEW_REQUIRED,Borderline word ratio (0.39)
7011,मकई बारी का मालिक घर से बाहर निकला हुआ है कहके बाघिन को मालूम नहीं हो रहा था।,जोंड़ां किसान उड़ुङअका मेनतेदो कुला काए टो’रजदा।,77,48,0.6234,0.3889,REVIEW_REQUIRED,Borderline word ratio (0.39)
7041,"इसके बाद मैंने उनसे कहा- ‘‘लो भाई, गुंगा, तुम पीलो, हमदोनों नहीं बताते फिरेंगे।’’  तब मैंने एक पूरा गहरी थाली में उनको दिया।",तोबेदो सेरोम चिपिङ ओमअःइअ।,124,26,0.2097,0.1739,SEVERE_ANOMALY,Severe short Mundari character ratio (0.21 < 0.3)
7049,मैं किस तरह से बच पाउंगी कहके सबके दिमाग में इस तरह सोच था।’’,चिलकाइङ बनचवना मेनेअः उड़ुगोःतना।,61,33,0.541,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
7051,जेटे रिणि तेको तोले तिया- जेठ के माह में ऋ्ण खाई है इसलिए बांधा है,जेटे रिणि तेको तोले तिआ,66,23,0.3485,0.3333,REVIEW_REQUIRED,Borderline character ratio (0.35)
7210,"सिर्फ प्रेतात्मा के द्वारा पूरा मांगने पर बलि किया हुआ पूरा का पूरा मांस मैं अर्पित कर देता हॅू, बच जाने पर ही मैं खाता हॅू , यदि नहीं बच पाया तो मैं कुछ नहीं करता।’’",एनलेका दसतुर अइङरे बनोअ।,166,24,0.1446,0.1111,SEVERE_ANOMALY,Severe short Mundari character ratio (0.14 < 0.3)
7325,गरीबी के कारण नौकरी कर रहा हॅू।’’,रेंगेःतेङ नुकुरितना।’’,33,22,0.6667,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
7327,इसके बाद इनकी पत्नी वहां जाकर चिल्ला रही थी-‘‘ आप उठ जाईये !,"एनते कुड़ितनिः सेनकेनचिए ककलाकेदा, ‘‘विरिद्मेअ!",60,47,0.7833,0.3846,REVIEW_REQUIRED,Borderline word ratio (0.38)
7574,लात मारते समय इनलोगों ने देखा था क्या ?,पदातनरेको लेलकिःइञअ चि?,39,23,0.5897,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
7606,"उड़ुगा-‘‘आज ही पूजा करते समय,नचल दह प्रेतात्मा ने मुझको चाचा कहीं थी, इसलिए तुम बच्चे, उनके साथ भाई बहन होंगे।’’","रसोअल, ‘‘हे’एनादो एनकागेअ।’’",112,28,0.25,0.15,SEVERE_ANOMALY,Severe short Mundari character ratio (0.25 < 0.3)
7665,रिड़ु-हमलोग भी आपलोगों का पीछा करेंगे।,रिड़ु-त्र्प्रलेत्र्प्रोले त्र्प्रोतोड.पेत्र्प्र।,38,48,1.2632,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
7702,अमरु पाहन का सास ससुर का घ्ज्ञर तमाड़ा थाना का पालना गाँव था।,जयपालअः आपुते अमरू पाहन मोड़े हागाया बितार रे सोबेन आते हुडिडए ताइकेन रेओ सोबेन माराङ हागा कोआते जदका माइनान होड़ोए ताइकेना। अमरू पाहनआः हानार-होंजार ओड़ाः तामाड़ थाना रेआः पालना हातु तानाः।,61,190,3.1148,2.3846,SEVERE_ANOMALY,Severe long Mundari character ratio (3.11 > 3.0)
7728,पर्यटन को बढ़ाने के लिए infrastructure में सुधार किए।,होनोर टावं कोके पोसा मेनते infrasTructure के बइ रुड़अ: केदा। चिमतङ गे अबु प्रकृति ओड़ोः बिट जिउकोरअः जपागरा को तोबे बारि conservation रेअ: गे जगरा को।,53,150,2.8302,2.8889,REVIEW_REQUIRED,Borderline character ratio (2.83)
7745,उसे नींद आने लगी।,इनिः लगा कनेः तइकेना एना ते सेकेड़ागः दुडुम जना।,17,48,2.8235,2.25,REVIEW_REQUIRED,Borderline character ratio (2.82)
7794,किसलिए यह अच्छा नहीं है ?,चिलकाका बुगित्र्प्र?,25,20,0.8,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
7813,"पउदा-यदि आपने सीधे सीधे कह दिये होते तो मैं समझ जाता शायद, लेकिन आपके द्वारा घुमावदार रूप में कहते समय मुझको पता नहीं चला।",पउदा-सो’जेतेम कजिकेद्रेदोइङ बुजबजना होनङ; मेनदोम अन-तड़लेद् दिपिलि काइङ मुनडिलअः।,122,81,0.6639,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
7861,मैं आपलोगों के पास दो बार गया था।,त्र्प्रइड.दो त्र्प्रपेतत्र्प्रः बरसाइड.सेनत्र्प्रकना।,33,53,1.6061,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
7872,"मैं दोनों युवकों के साथ थोड़ी दूर तक आगे आगे चल रहा था, मैंने उनको सुना नहीं।",त्र्प्रइड.दो दंगड़ाकिड.लोः त्र्प्रयरनोःत्र्प्रकना; काइड. त्र्प्रयुमकिःत्र्प्र।,77,78,1.013,0.2941,SEVERE_ANOMALY,Severe word count divergence (0.29)
7902,इस पर भी मैं हां कह रहा हॅू ?,ने कजिरेओइड. हे‘जदा।,29,20,0.6897,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
7905,गाँव के लोग आपस में सलाह मशविरा करने के पश्चात दराट पुजा के माध्यम से अपने गाँव के सीमान भीतर वाले असुर बोंगाओे को उन रोग बोंगाओं के साथ लड़ाई या युद्ध करने के लिए कहते तथा प्रार्थना करते हैं और बलियों के लिए वचन दिया जाता है।,हतु होड़ोको सलहाकेरेदोको दरांटेअः एनादो अकोअः सिमान बितररेन असुर बोंगाको हेन रो’गो बोंगाकोलोः लड़इ दपरोमको अचुकोअ आद् दंड़ेकोको करारअकोअ।,226,137,0.6062,0.3958,REVIEW_REQUIRED,Borderline word ratio (0.40)
7952,तुम बहुत ज्यादा घुमा फिराकर बात करते हो।,पुरअ:गेम अरगएअ ।,40,16,0.4,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
7959,बेरगा-अब ये बात का पता चल गया है इसलिए इसके बारे में बात करना हमलोग बन्द करते हैं।,बेरगा - ने कजि नाअःदो मुनडिजनाबु होकातअः।,82,41,0.5,0.3889,REVIEW_REQUIRED,Borderline word ratio (0.39)
7995,इसके बाद जांता रखने वाला को डायन के रूप में पकड़ा जाता है।,एनते जनति दो‘तनिः नजोमए सबोत्र्प्र।,58,35,0.6034,0.3846,REVIEW_REQUIRED,Borderline word ratio (0.38)
8020,उसकी मां-‘‘बाघ नहीं है कह रहे हो ! बाघ बनने वाले के साथ  तुम इधर उधर घूम रहे हो।,"एंगाते, ‘‘का कुला-तनम मेनजदा! क्ुलाओःनिः लाःदोम सेनबड़ाजदा।",80,59,0.7375,0.3684,REVIEW_REQUIRED,Borderline word ratio (0.37)
8038,कुछ कुछ लोगों को ही सपने में पाकर दूसरे लोगों को बताते हैं।,तरामराकोगे कुमुनमके’ते एटअःकोको उदुबकोअ।,59,40,0.678,0.3077,REVIEW_REQUIRED,Borderline word ratio (0.31)
8068,"दूसरे दिन दूसरों के टांड़ में गया, उनलोगों ने भी आग से जलती हुई लकड़ियों को उनकी ओर फेंका गया और नगाडों को खूब बजाने लगे।","तयोम हुजड. एटत्र्प्रःकोत्र्प्रः गोड़ारेए सेनकेना; इनकुउ गुचड.तेको हुदुमकिःत्र्प्र,त्र्प्रद् नगेराको गिड़िकवकेदा।",121,112,0.9256,0.3846,REVIEW_REQUIRED,Borderline word ratio (0.38)
8150,"जंगल के पेड़ों को अंधाधूंद काटने पर या इन स्थानों पर पेड़ जबतक अवस्थित रहेंगे, तब तक वे वीरान होने तक काटते रहेंगे।","पुरअःसा दो जाबिरको मअः एटेःकेरे, एना चबाउतरोःगेको मअःएअ।",115,56,0.487,0.3478,REVIEW_REQUIRED,Borderline word ratio (0.35)
8175,इसके बाद हमारे आपस के बातों में मतभेद होने पर नहीं बनेगा।,एनते कजिबुरेपेःजनरे का बइत्र्प्रोत्र्प्र।,57,41,0.7193,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
8179,रसोअल-‘‘कौन सा बात ?’’,"एनते उड़ुगा मेनकेदा, ‘‘ने कजि नाअःदोलङ होकालेअ; मिअद्इङ कुलिजद्मेअ, उदुब्अइङमे।’’",22,81,3.6818,2.5,SEVERE_ANOMALY,Severe long Mundari character ratio (3.68 > 3.0)
8278,भाषा बच्चों के मुख से निकली हुई है-,7.होन कोआते उडुङाकना,35,20,0.5714,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
8293,तुम्हारी काकी खाना खा रही थी।,गड़िनमेनतेको जोजोमजना।,29,22,0.7586,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
8327,टकापोएसातलेबनोअःएनामेनतेकलेअगुजदा।,"रुपये पैसे हम लोगों का नहीं है, इसी कारण से हमलोग नहीं ला पा रहे हैं।",34,69,2.0294,16.0,SEVERE_ANOMALY,Severe word count divergence (16.00)
8342,मुरुद्-बा-पलाश या टेसू का लाल फूल।,"मुरूद बा - मुरूद च टेसुवरअ अरअ बा, बे सोवन, बिरमुली रंगा बइएनिइ, बाचण्डुऊ बा तना।",34,81,2.3824,2.6667,REVIEW_REQUIRED,Borderline word ratio (2.67)
8347,तुमलोगों के स्थान को उत्साहित रखने का आदत करने वाले को आजकल अत्यन्त बिसर की तरह महसूस कर रही हो।’’,अपेते पोरसोद् हेबालेदको तिसिङ गपादो  सिसिड़िःगेको अटकरजदा।”,98,59,0.602,0.35,REVIEW_REQUIRED,Borderline word ratio (0.35)
8350,मृदा निर्माण के कारक,इमिन रयो नाः जकेद ओते रेयाः आपि हिसा रे बार हिसा जलाकर तेगे दपला कना ओड़ोः रोकोम रेयाः दारूसिङ ओड़ोः जीव कोअः जिदान रे देंगाव तना।,20,130,6.5,6.5,SEVERE_ANOMALY,Severe long Mundari character ratio (6.50 > 3.0)
8443,अध्याय 4,उपुन कुतुइल (कुतुइल 4),8,22,2.75,2.0,REVIEW_REQUIRED,Borderline character ratio (2.75)
8449,"मेरे बड़े भाई के आने के बाद, मैंने थोड़ा सा निचोड़ी और हम दोनों ने पी लिये, आप दोनों के हिस्सा को मैंने बचा दी है।’’",बउइङ हिजुःलेनचिङ चिपाकेदा अद्लिङ नूकेदा; अबेनअः हिसवइङ सरेःतदा।”,116,64,0.5517,0.3077,REVIEW_REQUIRED,Borderline word ratio (0.31)
8588,रोटो-किस तरह की बातों में ?,रोटो-चिलकन कजिकोरे?,27,19,0.7037,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
8619,"प्रचारक पहले ही, ऐसा वैसा कहके मतुरा को बताया और अपने घर के अन्दर बुलाकर, दूसरे तरफ में पूछ रहे हैं-‘‘यही है बाबू, ठीक तरह से देख लिया कि नहीं ?","परचारदो सिदारेगे, नेका हेनका, मेनते, मतुराए कजित्र्प्रःइत्र्प्र, त्र्प्रद् त्र्प्रएत्र्प्रः",144,91,0.6319,0.2903,SEVERE_ANOMALY,Severe word count divergence (0.29)
8626,दुरगा के साथ आप बातचीत कीजिए।,दुरगालोः कपजिबेन।,29,17,0.5862,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
8647,तुम बहाने से इस तरह कह रही हो।,नेअ बा’नातेगेम कजितना।,30,22,0.7333,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
8683,"उनके कहने के अनुसार, बड़ा मेहमानी करने के समय में, तुमलोगों को भी भैंस बनायेंगे, इसके बाद हम भैंसों की संख्या बढ़ जायेगी।’’","अको कजिते,मरड. पेड़ारेदो, अपेओको केडापेअ; एनते केडाकोबु संगिओअ।",123,63,0.5122,0.3478,REVIEW_REQUIRED,Borderline word ratio (0.35)
8717,"इस लड़के के बारे में आपलोग यह मत समझिए कि उनका रंग गोरा है ऐसा, लकड़ी का बोटा का कोयला को आपलोग याद कीजिए।","एन कोड़ा, एसेलअएपे मेनतगे; कुइला मुटुगे टो’रपे।",106,47,0.4434,0.2917,SEVERE_ANOMALY,Severe word count divergence (0.29)
8729,"दामु-उसे ही हम पीते हैं ये अचानक आये हुए हैं, तुरत तैयार हो सकता है क्या ?",दमु-एनागेबु नूनोःकेत्र्प्र। त्र्प्रचकातेए हिजुःजना; रोकादो‘ड़ोः तेत्र्प्ररोत्र्प्रचि?,74,85,1.1486,0.3529,REVIEW_REQUIRED,Borderline word ratio (0.35)
8741,गोमके के पास शायद तुम मेरे बारे में बता दोगे।’’,गोमके तत्र्प्रःरे जात्र्प्रःमउदुब्मर?”,47,38,0.8085,0.3,REVIEW_REQUIRED,Borderline word ratio (0.30)
8767,रमकन मरेच रे-झाड़ियों से घिरा मैदानी में,रमकन मरेच रे,40,12,0.3,0.4286,REVIEW_REQUIRED,Borderline character ratio (0.30)
8885,दुरगा-पढ़ने के कारण ही ऐसा हो गया है।,दुरगा-पड़वतेगेए एनकाजना।,37,24,0.6486,0.25,SEVERE_ANOMALY,Severe word count divergence (0.25)
8942,उसने घर ले जाकर पाला पोसा।,"सेरोः बियर जी रेः उड़ु ऊः केदा, अञ् दो ाहेनो बङ, कोआ, ने होन  गेञ् इदि किःआ अदेङ असुलिआ। एनाते दो एन होन के इदि किःआ।",26,117,4.5,4.3333,SEVERE_ANOMALY,Severe long Mundari character ratio (4.50 > 3.0)
8967,"मुण्डा उनलोगों से कह रहा था-‘‘बुढ़िया ने हमलोगों को छोड़ दी है, आज हम उनको मिट्टी में दफन करेंगे ऐसा उनलोगों से कहा जाये, किस तरह के दुख से मर गयी है ऐसा पूछने पर, तुरत उनको बीमारी होने के कारण रात में इस दुनिया से चल बसी थी, उनके मरने के समय में हमलोगों में से कोई नहीं था, सुबह के समय में, हमलोगों ने उनको मरे हुए अवस्था में देखा था, ऐसा आपलोग उनलोगों को बताईये।’’","मुनडा मेतअकोतना, ‘‘बुड़िअ बगेकेद्बुअ; तिसिङ दोबु हसा गड़ाइअ मेतअकोपे; चेकन दुकुतेए गोएःजनाको मेतअपेरेदो, रोका दुकुतेगे निदाए गोएःजना; इनिः गोजोःतनरे जेतए काले तइकेना; सेतअः दङ गोएअकनतेले लेलकिःअ, मेतअकोपे।’’",366,207,0.5656,0.3462,REVIEW_REQUIRED,Borderline word ratio (0.35)
8986,"दूसरे लोग को हंसने की इच्छा हो रही है, पर सिर झुका कर अपने अपने मुंह को कपड़ों से ठूंस रहे हैं।","एटअः- कोदो लनदागे सनङजद्कोअ अद् तिरुब्केद्ते, मोचाको तुबिद्बड़नतना।",95,67,0.7053,0.3636,REVIEW_REQUIRED,Borderline word ratio (0.36)
9006,बिना शगुन पहचान के उनका विवाह नहीं होना चाहिए।,जाए बड.किड.त्र्प्र होनड.।,46,25,0.5435,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
9026,रसोअल का खण्डा हो रहा है,रसोअल कनडाओःतना,24,15,0.625,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
9158,वे केरअः से ही गीत गा रहे थे।,केरत्र्प्रःतेगेको दुरड.जदा।,29,27,0.931,0.25,SEVERE_ANOMALY,Severe word count divergence (0.25)
